gene_symbol,hgnc_id,gene_score,conclusion_code,best_disease_score,best_disease_name,best_omim_id,best_orpha_id,best_mondo_id,best_disease_source_dbs,best_disease_match_status,mapping_basis,second_best_disease_score,score_gap_to_second_best,disease_profile_count,input_hpo_count,scoring_hpo_count,matched_hpo_count,unmatched_hpo_count,mean_input_hpo_ic,candidate_variant_count_in_gene,gene_sources,best_term_evidence_summary,db_versions,warning,sample_id,gene_rank
SYT1,HGNC:11509,0.336693,PHENOTYPE_MATCH_WEAK,0.336693,Baker-Gordon syndrome,618218,522077,MONDO:0033864,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,,,1,8,8,7,1,4.941108,5,annotated_gene,HP:0001112->:0.000;HP:0000572->HP:0000505:0.714;HP:0000648->HP:0000505:0.303;HP:0000587->HP:0000505:0.337;HP:0001103->HP:0000505:0.267;HP:0001117->HP:0000505:0.444;HP:0032122->HP:0000505:0.427;HP:0012795->HP:0000505:0.324,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,198
ZSCAN10,HGNC:12997,0.336693,PHENOTYPE_MATCH_WEAK,0.336693,Otofacial neurodevelopmental syndrome,620910,,,OMIM,separate_omim_record,none,,,1,8,8,7,1,4.941108,7,annotated_gene,HP:0001112->:0.000;HP:0000572->HP:0000505:0.714;HP:0000648->HP:0000505:0.303;HP:0000587->HP:0000505:0.337;HP:0001103->HP:0000505:0.267;HP:0001117->HP:0000505:0.444;HP:0032122->HP:0000505:0.427;HP:0012795->HP:0000505:0.324,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,199
RORA,HGNC:10258,0.331068,PHENOTYPE_MATCH_WEAK,0.331068,Intellectual developmental disorder with or without epilepsy or cerebellar ataxia,618060,,,OMIM,separate_omim_record,none,,,1,8,8,7,1,4.941108,5,annotated_gene,HP:0001112->:0.000;HP:0000572->HP:0000646:0.514;HP:0000648->HP:0000486:0.303;HP:0000587->HP:0000486:0.336;HP:0001103->HP:0000486:0.266;HP:0001117->HP:0000646:0.480;HP:0032122->HP:0000646:0.464;HP:0012795->HP:0000486:0.324,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,200
LIM2,HGNC:6610,0.329153,PHENOTYPE_MATCH_WEAK,0.329153,"Cataract 19, multiple types",615277,,MONDO:0014111,OMIM,separate_omim_record,none,,,1,8,8,7,1,4.941108,13,annotated_gene,HP:0001112->:0.000;HP:0000572->HP:0000646:0.514;HP:0000648->HP:0000639:0.296;HP:0000587->HP:0000639:0.328;HP:0001103->HP:0000639:0.261;HP:0001117->HP:0000646:0.480;HP:0032122->HP:0000646:0.464;HP:0012795->HP:0000639:0.316,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,201
DISP1,HGNC:19711,0.324860,PHENOTYPE_MATCH_WEAK,0.324860,Lobar holoprosencephaly,,93924,MONDO:0019756,ORPHA,separate_orpha_record,none,0.324860,0.000000,6,8,8,7,1,4.941108,5,annotated_gene,HP:0001112->:0.000;HP:0000572->HP:0100704:0.539;HP:0000648->HP:0000478:0.415;HP:0000587->HP:0000478:0.480;HP:0001103->HP:0000478:0.349;HP:0001117->HP:0100704:0.370;HP:0032122->HP:0100704:0.357;HP:0012795->HP:0000478:0.455,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,202
TGIF1,HGNC:11776,0.324860,PHENOTYPE_MATCH_WEAK,0.324860,Lobar holoprosencephaly,,93924,MONDO:0019756,ORPHA,separate_orpha_record,none,0.324860,0.000000,7,8,8,7,1,4.941108,3,annotated_gene,HP:0001112->:0.000;HP:0000572->HP:0100704:0.539;HP:0000648->HP:0000478:0.415;HP:0000587->HP:0000478:0.480;HP:0001103->HP:0000478:0.349;HP:0001117->HP:0100704:0.370;HP:0032122->HP:0100704:0.357;HP:0012795->HP:0000478:0.455,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,203
ZIC2,HGNC:12873,0.324860,PHENOTYPE_MATCH_WEAK,0.324860,Lobar holoprosencephaly,,93924,MONDO:0019756,ORPHA,separate_orpha_record,none,0.324860,0.000000,7,8,8,7,1,4.941108,3,annotated_gene,HP:0001112->:0.000;HP:0000572->HP:0100704:0.539;HP:0000648->HP:0000478:0.415;HP:0000587->HP:0000478:0.480;HP:0001103->HP:0000478:0.349;HP:0001117->HP:0100704:0.370;HP:0032122->HP:0100704:0.357;HP:0012795->HP:0000478:0.455,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,204
KATNB1,HGNC:6217,0.324472,PHENOTYPE_MATCH_WEAK,0.324472,"Lissencephaly syndrome, Norman-Roberts type",,89844,MONDO:0009760,ORPHA,separate_orpha_record,none,0.000000,0.324472,2,8,8,6,2,4.941108,5,annotated_gene,HP:0001112->HP:0000479:0.368;HP:0000572->HP:0000479:0.253;HP:0000648->HP:0000479:0.701;HP:0000587->HP:0000479:0.777;HP:0001103->HP:0000479:0.765;HP:0001117->:0.000;HP:0032122->:0.000;HP:0012795->HP:0000479:0.749,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,205
KCNN2,HGNC:6291,0.323769,PHENOTYPE_MATCH_WEAK,0.323769,"Dystonia 34, myoclonic",619724,,MONDO:0030538,OMIM,separate_omim_record,none,0.000000,0.323769,2,8,8,7,1,4.941108,2,annotated_gene,HP:0001112->:0.000;HP:0000572->HP:0000646:0.514;HP:0000648->HP:0000508:0.279;HP:0000587->HP:0000508:0.307;HP:0001103->HP:0000508:0.247;HP:0001117->HP:0000646:0.480;HP:0032122->HP:0000646:0.464;HP:0012795->HP:0000508:0.296,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,206
APP,HGNC:620,0.323363,PHENOTYPE_MATCH_WEAK,0.323363,Early-onset autosomal dominant Alzheimer disease,,1020,MONDO:0015140,ORPHA,separate_orpha_record,none,0.000000,0.323363,8,8,8,7,1,4.941108,7,annotated_gene,HP:0001112->:0.000;HP:0000572->HP:0000504:0.671;HP:0000648->HP:0000504:0.315;HP:0000587->HP:0000504:0.352;HP:0001103->HP:0000504:0.276;HP:0001117->HP:0000504:0.412;HP:0032122->HP:0000504:0.395;HP:0012795->HP:0000504:0.338,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,207
RTTN,HGNC:18654,0.315250,PHENOTYPE_MATCH_WEAK,0.315250,"Microcephaly, short stature, and polymicrogyria with or without seizures",614833,468631,MONDO:0018764,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,,,1,8,8,6,2,4.941108,3,annotated_gene,HP:0001112->HP:0000543:0.419;HP:0000572->HP:0000568:0.214;HP:0000648->HP:0000543:0.754;HP:0000587->HP:0000543:0.758;HP:0001103->HP:0007843:0.541;HP:0001117->:0.000;HP:0032122->:0.000;HP:0012795->HP:0000543:0.791,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,208
SACS,HGNC:10519,0.302713,PHENOTYPE_MATCH_WEAK,0.302713,"Spastic ataxia, Charlevoix-Saguenay type",270550,98,MONDO:0010041,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,,,1,8,8,8,0,4.941108,11,annotated_gene,HP:0001112->HP:0007922:0.238;HP:0000572->HP:0000639:0.351;HP:0000648->HP:0007922:0.344;HP:0000587->HP:0007922:0.361;HP:0001103->HP:0007922:0.645;HP:0001117->HP:0000639:0.220;HP:0032122->HP:0000639:0.211;HP:0012795->HP:0007922:0.355,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,209
ADAMTSL1,HGNC:14632,0.294790,PHENOTYPE_MATCH_WEAK,0.294790,Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome,,521445,MONDO:0035027,ORPHA,separate_orpha_record,none,,,1,8,8,7,1,4.941108,5,annotated_gene,HP:0001112->HP:0000541:0.306;HP:0000572->HP:0000545:0.314;HP:0000648->HP:0000541:0.505;HP:0000587->HP:0000541:0.543;HP:0001103->HP:0000541:0.570;HP:0001117->HP:0000545:0.205;HP:0032122->:0.000;HP:0012795->HP:0000541:0.529,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,210
RB1,HGNC:9884,0.292311,PHENOTYPE_MATCH_WEAK,0.292311,Monosomy 13q14 syndrome,,1587,MONDO:0013481,ORPHA,separate_orpha_record,none,0.196167,0.096143,5,8,8,8,0,4.941108,6,annotated_gene,HP:0001112->HP:0009919:0.245;HP:0000572->HP:0000508:0.333;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0009919:0.416;HP:0001117->HP:0000508:0.213;HP:0032122->HP:0000508:0.205;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,211
EP300,HGNC:3373,0.290761,PHENOTYPE_MATCH_WEAK,0.290761,Rubinstein-Taybi syndrome 2,613684,353284,MONDO:0013364,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,0.285292,0.005469,4,8,8,8,0,4.941108,6,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000478:0.415;HP:0000587->HP:0000478:0.480;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000478:0.455,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,212
GRIK2,HGNC:4580,0.290339,PHENOTYPE_MATCH_WEAK,0.290339,Neurodevelopmental disorder with impaired language and ataxia and with or without seizures,619580,,,OMIM,separate_omim_record,none,0.000000,0.290339,2,8,8,7,1,4.941108,8,annotated_gene,HP:0001112->:0.000;HP:0000572->HP:0100704:0.539;HP:0000648->HP:0000486:0.303;HP:0000587->HP:0000486:0.336;HP:0001103->HP:0000486:0.266;HP:0001117->HP:0100704:0.370;HP:0032122->HP:0100704:0.357;HP:0012795->HP:0000486:0.324,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,213
CHMP1A,HGNC:8740,0.289942,PHENOTYPE_MATCH_WEAK,0.289942,"Pontocerebellar hypoplasia, type 8",614961,,MONDO:0013990,OMIM,separate_omim_record,none,,,1,8,8,7,1,4.941108,5,annotated_gene,HP:0001112->:0.000;HP:0000572->HP:0100704:0.539;HP:0000648->HP:0000483:0.302;HP:0000587->HP:0000483:0.326;HP:0001103->HP:0000483:0.274;HP:0001117->HP:0100704:0.370;HP:0032122->HP:0100704:0.357;HP:0012795->HP:0000483:0.317,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,214
CHKA,HGNC:1937,0.288424,PHENOTYPE_MATCH_WEAK,0.288424,"Neurodevelopmental disorder with microcephaly, movement abnormalities, and seizures",620023,,,OMIM,separate_omim_record,none,,,1,8,8,7,1,4.941108,5,annotated_gene,HP:0001112->:0.000;HP:0000572->HP:0100704:0.539;HP:0000648->HP:0000639:0.296;HP:0000587->HP:0000639:0.328;HP:0001103->HP:0000639:0.261;HP:0001117->HP:0100704:0.370;HP:0032122->HP:0100704:0.357;HP:0012795->HP:0000639:0.316,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,215
GTF2H4,HGNC:4658,0.286442,PHENOTYPE_MATCH_WEAK,0.286442,"Xeroderma pigmentosum, complementation group J",621435,,MONDO:0980987,OMIM,separate_omim_record,none,,,1,8,8,7,1,4.941108,5,annotated_gene,HP:0001112->:0.000;HP:0000572->HP:0000613:0.513;HP:0000648->HP:0000490:0.329;HP:0000587->HP:0000490:0.357;HP:0001103->HP:0000490:0.296;HP:0001117->HP:0000613:0.347;HP:0032122->HP:0000613:0.335;HP:0012795->HP:0000490:0.347,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,216
ADAMTS3,HGNC:219,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Hennekam lymphangiectasia-lymphedema syndrome 3,618154,,MONDO:0032564,OMIM,separate_omim_record,none,0.191150,0.094142,2,8,8,8,0,4.941108,1,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,217
ASCC3,HGNC:18697,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,"Intellectual developmental disorder, autosomal recessive 81",620700,,MONDO:0958204,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,218
ASXL3,HGNC:29357,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Bainbridge-Ropers syndrome,615485,352577,MONDO:0014205,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,,,1,8,8,8,0,4.941108,3,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,219
AUTS2,HGNC:14262,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,"Intellectual developmental disorder, autosomal dominant 26",615834,352490,MONDO:0014361,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,,,1,8,8,8,0,4.941108,9,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,220
BCAS3,HGNC:14347,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Hengel-Maroofian-Schols syndrome,619641,,MONDO:0859208,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,7,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,221
CAMTA1,HGNC:18806,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Cerebellar dysfunction with variable cognitive and behavioral abnormalities,614756,314647,MONDO:0013886,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,,,1,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,222
CDH2,HGNC:1759,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,"Agenesis of corpus callosum, cardiac, ocular, and genital syndrome",618929,,,OMIM,separate_omim_record,none,0.000000,0.285292,3,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,223
CHRNA7,HGNC:1960,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Chromosome 15q13.3 microdeletion syndrome,612001,199318,MONDO:0012774,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,,,1,8,8,8,0,4.941108,4,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,224
CNTNAP2,HGNC:13830,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Pitt-Hopkins like syndrome 1,610042,163681,MONDO:0012400,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,,,1,8,8,8,0,4.941108,11,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,225
DDX6,HGNC:2747,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Intellectual developmental disorder with impaired language and dysmorphic facies,618653,,MONDO:0032851,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,7,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,226
KCNMA1,HGNC:6284,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Liang-Wang syndrome,618729,,MONDO:0032886,OMIM,separate_omim_record,none,0.210718,0.074574,4,8,8,8,0,4.941108,11,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,227
KDM6B,HGNC:29012,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Stolerman neurodevelopmental syndrome,618505,,,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,228
KLF13,HGNC:13672,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Chromosome 15q13.3 microdeletion syndrome,612001,,MONDO:0012774,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,3,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,229
LRRC7,HGNC:18531,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,"Intellectual developmental disorder, autosomal dominant 77",621415,,,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,3,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,230
MAPRE2,HGNC:6891,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,"Skin creases, congenital symmetric circumferential, 2",616734,,MONDO:0014755,OMIM,separate_omim_record,none,0.229739,0.055553,2,8,8,8,0,4.941108,11,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,231
MCTP2,HGNC:25636,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Distal deletion 15q syndrome,,1596,MONDO:0012964,ORPHA,separate_orpha_record,none,,,1,8,8,8,0,4.941108,8,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,232
MED12L,HGNC:16050,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Nizon-Isidor syndrome,618872,,,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,6,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,233
NAV3,HGNC:15998,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,"Neurodevelopmental disorder with poor or absent speech, dysmorphic facies, and behavioral abnormalities",621182,,,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,3,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,234
NXN,HGNC:18008,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Autosomal recessive Robinow syndrome,,1507,MONDO:0009999,ORPHA,separate_orpha_record,none,0.187861,0.097431,2,8,8,8,0,4.941108,8,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,235
ROR2,HGNC:10257,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,"Robinow syndrome, autosomal recessive",268310,1507,MONDO:0009999,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,0.000000,0.285292,2,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,236
SIN3A,HGNC:19353,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Witteveen-Kolk syndrome,613406,94065,MONDO:0013256,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,0.000000,0.285292,2,8,8,8,0,4.941108,7,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,237
SOS2,HGNC:11188,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Noonan syndrome,,648,MONDO:0018997,ORPHA,separate_orpha_record,none,0.279159,0.006133,2,8,8,8,0,4.941108,16,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,238
TBL1XR1,HGNC:29529,0.285292,PHENOTYPE_MATCH_WEAK,0.285292,Pierpont syndrome,602342,487825,MONDO:0011213,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,0.000000,0.285292,3,8,8,8,0,4.941108,10,annotated_gene,HP:0001112->HP:0000316:0.210;HP:0000572->HP:0000486:0.357;HP:0000648->HP:0000316:0.400;HP:0000587->HP:0000316:0.443;HP:0001103->HP:0000316:0.352;HP:0001117->HP:0000486:0.222;HP:0032122->HP:0000486:0.214;HP:0012795->HP:0000316:0.427,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,239
