gene,in_network,disease_score,tissue_score,topology_score,ppi_final,score_mode,score_weight_sum,note,gene_in_d,gene_d_evidence_score,gene_in_t,gene_t_weight,mapped_tissues_json,d_gene_count,t_gene_count
GALNS,True,0.32,0.6666666666666666,0.3624550464937478,0.48661376162343695,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
ZNF568,True,0.13333333333333333,0.8333333333333333,0.2841449849635914,0.4860362462408978,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370
SNX29,True,0.13333333333333333,0.6666666666666666,0.5836063372912481,0.485901584322812,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
CNN1,True,0.13333333333333333,0.6666666666666666,0.5824636395637977,0.4856159098909494,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
TLL1,True,0.13333333333333333,0.8,0.34115996434181695,0.48528999108545423,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
PCSK6,True,0.32,0.6666666666666666,0.35686677062453953,0.4852166926561349,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SLC26A8,True,0.13333333333333333,0.8,0.3398169501710099,0.48495423754275246,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
HIPK3,True,0.32,0.6666666666666666,0.3552251055832239,0.484806276395806,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
CNDP1,True,0.13333333333333333,0.6666666666666666,0.5786826222175104,0.4846706555543776,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
TANK,True,0.13333333333333333,0.6666666666666666,0.5778255297797512,0.48445638244493777,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
USP16,True,0.32,0.6666666666666666,0.353472395841864,0.484368098960466,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
MFSD12,True,0.13333333333333333,0.6666666666666666,0.5773788885623842,0.484344722140596,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
MISP,True,0.13333333333333333,0.8,0.33695499804716067,0.4842387495117902,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
SLA,True,0.32,0.6666666666666666,0.3527163786995683,0.48417909467489206,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
GGT1,True,0.13333333333333333,0.6666666666666666,0.5758717911479556,0.4839679477869889,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
RIC3,True,0.13333333333333333,0.6666666666666666,0.575014854106366,0.48375371352659147,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
ZNF521,True,0.13333333333333333,0.6666666666666666,0.5731760289097241,0.483294007227431,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SLC18A1,True,0.13333333333333333,0.8,0.3324784779666615,0.4831196194916654,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
APBA1,True,0.13333333333333333,0.6666666666666666,0.5723447628947798,0.4830861907236949,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
MCF2L,True,0.32,0.6666666666666666,0.3476190238800747,0.4829047559700187,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
H1-7,True,0.13333333333333333,0.7999999999999998,0.3313399080049738,0.48283497700124334,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
UBR3,True,0.32,0.6666666666666666,0.34635654803697635,0.4825891370092441,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
RIMS2,True,0.13333333333333333,0.6666666666666666,0.5702378538714807,0.48255946346787015,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
TASP1,True,0.32,0.6666666666666666,0.3459011245121907,0.4824752811280477,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
COLQ,True,0.13333333333333333,0.8,0.32896146086951655,0.4822403652173792,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
ICA1,True,0.13333333333333333,0.8,0.328771096144876,0.482192774036219,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
JMJD1C,True,0.13333333333333333,0.6666666666666666,0.5687582594350735,0.48218956485876835,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
PTBP2,True,0.13333333333333333,0.6666666666666666,0.568082534264057,0.4820206335660142,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
ADA2,True,0.32,0.6666666666666666,0.3439551695272463,0.4819887923818116,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
FABP3,True,0.13333333333333333,0.6666666666666666,0.5661504362981769,0.4815376090745442,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
WRNIP1,True,0.13333333333333333,0.6666666666666666,0.5656968263300659,0.48142420658251645,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
MYOF,True,0.13333333333333333,0.8,0.3251865487045807,0.4812966371761452,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
CD72,True,0.13333333333333333,0.8,0.32352630056976817,0.48088157514244206,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
DLC1,True,0.32,0.6666666666666666,0.33938228661053793,0.48084557165263453,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SBF1,True,0.13333333333333333,0.6666666666666666,0.5625998245135801,0.480649956128395,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
ARHGAP12,True,0.32,0.6666666666666666,0.33848517068071726,0.48062129267017933,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
PTGFR,True,0.13333333333333333,0.8,0.3218050287733469,0.48045125719333676,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
PCP4,True,0.32,0.6666666666666666,0.33768069634090264,0.4804201740852257,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
TBX4,True,0.13333333333333333,0.8,0.3207638070950103,0.4801909517737526,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
KDM4C,True,0.13333333333333333,0.6666666666666666,0.5591907628547412,0.4797976907136853,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
STYX,True,0.13333333333333333,0.8,0.3189635083468267,0.4797408770867067,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
USP6NL,True,0.32,0.6666666666666666,0.33460402775755865,0.47965100693938967,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
NOVA2,True,0.13333333333333333,0.6666666666666666,0.5567447474369622,0.4791861868592405,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SEPTIN14,True,0.13333333333333333,0.8,0.3166749128497819,0.4791687282124455,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
KCTD1,True,0.32,0.6666666666666666,0.3323512858742501,0.47908782146856255,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
PDLIM1,True,0.13333333333333333,0.6666666666666666,0.5558860124819857,0.4789715031204964,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
CHRNA4,True,0.13333333333333333,0.6666666666666666,0.5558423504114619,0.4789605876028654,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
FBXO10,True,0.13333333333333333,0.8,0.3155075592267925,0.4788768898066982,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
CDIN1,True,0.13333333333333333,0.8333333333333333,0.25486431322137637,0.4787160783053441,FULL_ANCHOR,1.0,OK,False,0.0,True,2,"[""eye"", ""nerve"", ""retina""]",114,11370
FITM2,True,0.32,0.6666666666666666,0.3306516614707298,0.47866291536768246,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
MED12L,True,0.13333333333333333,0.8,0.3143528460495649,0.4785882115123913,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
SORCS2,True,0.32,0.6666666666666666,0.3284163659577213,0.47810409148943034,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
DZANK1,True,0.32,0.6666666666666666,0.32826858980406476,0.4780671474510162,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SDK2,True,0.13333333333333333,0.8,0.3120211958251254,0.47800529895628135,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
NBEA,True,0.13333333333333333,0.6666666666666666,0.5514980156997558,0.4778745039249389,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
INPP5B,True,0.13333333333333333,0.6666666666666666,0.5513394469519559,0.47783486173798895,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
DNAH3,True,0.13333333333333333,0.8,0.31131677199714836,0.4778291929992871,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
STON2,True,0.13333333333333333,0.6666666666666666,0.5511854586550665,0.4777963646637666,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
FCGBP,True,0.13333333333333333,0.8,0.31067747126036716,0.47766936781509184,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
PDIA5,True,0.13333333333333333,0.8,0.3104441716481082,0.47761104291202705,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
SEC23B,True,0.13333333333333333,0.6666666666666666,0.5503136802494171,0.47757842006235424,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SLC28A2,True,0.13333333333333333,0.8,0.3095901146047537,0.47739752865118845,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
ARHGAP44,True,0.32,0.6666666666666666,0.3248546690846984,0.47721366727117465,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
WIPI2,True,0.13333333333333333,0.6666666666666666,0.548715105335019,0.4771787763337547,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
CBLN2,True,0.13333333333333333,0.8,0.30845630365190946,0.4771140759129774,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
CPEB1,True,0.13333333333333333,0.6666666666666666,0.5476485158225064,0.47691212895562657,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
NFIX,True,0.32,0.6666666666666666,0.3223547657232981,0.47658869143082455,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
CDH20,True,0.32,0.6666666666666666,0.3218497080562565,0.47646242701406416,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
TBC1D2B,True,0.13333333333333333,0.8,0.30496183914273967,0.47624045978568497,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
AGBL4,True,0.13333333333333333,0.6799999999999999,0.5198669063552448,0.4759667265888112,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
CEP170B,True,0.32,0.6666666666666666,0.31982326953419016,0.47595581738354753,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SCD5,True,0.13333333333333333,0.6666666666666666,0.5437324697558934,0.4759331174389733,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
GLP2R,True,0.13333333333333333,0.8,0.30340053463664896,0.4758501336591623,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
DENND1A,True,0.13333333333333333,0.6666666666666666,0.5431962021514272,0.47579905053785676,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
PABPC1L,True,0.13333333333333333,0.8,0.3030059217346721,0.47575148043366805,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
ADAMTSL3,True,0.13333333333333333,0.8,0.3028588921602039,0.475714723040051,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
LGALS7B,True,0.13333333333333333,0.8,0.30271502166687836,0.4756787554167196,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
ULK2,True,0.13333333333333333,0.6666666666666666,0.5425206477861327,0.4756301619465332,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
MYO1D,True,0.32,0.6666666666666666,0.31796258441704534,0.47549064610426134,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
LPAR6,True,0.13333333333333333,0.6666666666666666,0.5416213562556975,0.47540533906392435,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SIPA1L3,True,0.32,0.6799999999999999,0.2934692409096674,0.47536731022741685,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
ST14,True,0.13333333333333333,0.8,0.3012692321455662,0.4753173080363916,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
NEDD9,True,0.13333333333333333,0.6666666666666666,0.5404734375122339,0.47511835937805846,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
PREX1,True,0.32,0.6666666666666666,0.3164714082632335,0.47511785206580837,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
TRPS1,True,0.13333333333333333,0.8,0.30027694830984336,0.47506923707746085,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
GLG1,True,0.13333333333333333,0.6666666666666666,0.5399086936437172,0.47497717341092927,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
ADM,True,0.13333333333333333,0.6666666666666666,0.5387509497452023,0.47468773743630055,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
TTC27,True,0.13333333333333333,0.6666666666666666,0.5368330715652783,0.47420826789131953,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
COL24A1,True,0.32,0.6666666666666666,0.31231962496883947,0.47407990624220986,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
MYL3,True,0.13333333333333333,0.6666666666666666,0.5362674499839015,0.47406686249597535,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
ZNF609,True,0.32,0.6666666666666666,0.31195838990085434,0.47398959747521363,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
FUBP3,True,0.13333333333333333,0.6666666666666666,0.535849995810839,0.4739624989527097,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SDHAF2,True,0.32,0.6666666666666666,0.3114235403935072,0.47385588509837684,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
RBM26,True,0.32,0.6666666666666666,0.309275937954605,0.4733189844886513,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
EMC8,True,0.32,0.6666666666666666,0.3084878683984935,0.4731219670996234,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
MYZAP,True,0.32,0.6799999999999999,0.28413178659532146,0.4730329466488304,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
SPIDR,True,0.13333333333333333,0.6666666666666666,0.5317306989882182,0.4729326747470545,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
EMCN,True,0.13333333333333333,0.6666666666666666,0.5317028494888649,0.4729257123722162,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SLC16A7,True,0.13333333333333333,0.8,0.29085712892723875,0.4727142822318097,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
ANKS1B,True,0.13333333333333333,0.6666666666666666,0.5296511696824197,0.47241279242060485,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
MYG1,True,0.32,0.6666666666666666,0.3044841726793681,0.47212104316984205,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
EXOC3L4,True,0.13333333333333333,0.8,0.28843320340687595,0.472108300851719,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
B3GNT6,True,0.13333333333333333,0.8,0.2880156292898568,0.4720039073224642,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
HMGCLL1,True,0.13333333333333333,0.6666666666666666,0.5278798091538891,0.47196995228847227,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SORCS1,True,0.13333333333333333,0.6666666666666666,0.5263308913513642,0.47158272283784103,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SMG9,True,0.13333333333333333,0.6666666666666666,0.5263029777604873,0.4715757444401218,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
ARSB,True,0.32,0.6666666666666666,0.30220821731983316,0.4715520543299583,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
CAST,True,0.13333333333333333,0.6666666666666666,0.526176635898684,0.47154415897467095,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
PHF11,True,0.13333333333333333,0.6666666666666666,0.5252309008476596,0.4713077252119149,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
B3GALT1,True,0.13333333333333333,0.8,0.2849171372945672,0.4712292843236418,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
PGPEP1,True,0.13333333333333333,0.6666666666666666,0.5248033194156849,0.4712008298539212,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
TPD52,True,0.13333333333333333,0.6666666666666666,0.5246144256861183,0.47115360642152954,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SLC6A12,True,0.13333333333333333,0.76,0.35636460969682093,0.47109115242420524,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
CHIT1,True,0.13333333333333333,0.6666666666666666,0.5243033369022452,0.47107583422556126,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
FAM163B,True,0.13333333333333333,0.7999999999999998,0.28331888384634396,0.47082972096158593,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
CCBE1,True,0.13333333333333333,0.7999999999999998,0.2814236385439619,0.4703559096359904,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
SMIM17,True,0.13333333333333333,0.6399999999999999,0.5693858953060256,0.47034647382650635,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
SBF2,True,0.32,0.6666666666666666,0.2969073614511444,0.4702268403627861,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
NAIP,True,0.13333333333333333,0.6666666666666666,0.5208337918351483,0.470208447958787,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
OR5F1,True,0.13333333333333333,0.76,0.35231324043624135,0.4700783101090603,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
MAPRE2,True,0.13333333333333333,0.6666666666666666,0.5189691318130534,0.4697422829532633,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
CCDC27,True,0.13333333333333333,0.6799999999999999,0.4943726565651234,0.4695931641412808,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
PTPRA,True,0.13333333333333333,0.6666666666666666,0.5177186687977623,0.46942966719944057,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
DNAH9,True,0.13333333333333333,0.6666666666666666,0.5174628435796707,0.46936571089491763,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
TTLL1,True,0.13333333333333333,0.6666666666666666,0.5170581655199631,0.46926454137999074,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
CORO2A,True,0.13333333333333333,0.8,0.276503431739376,0.469125857934844,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
WDPCP,True,0.13333333333333333,0.6666666666666666,0.5162853554652522,0.469071338866313,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
ZNF516,True,0.13333333333333333,0.6666666666666666,0.5162516884929291,0.46906292212323225,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SLC35A5,True,0.13333333333333333,0.6666666666666666,0.5160978593108754,0.4690244648277188,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
SNX8,True,0.13333333333333333,0.6666666666666666,0.5147538554937795,0.46868846387344487,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
TENM2,True,0.13333333333333333,0.76,0.34614664964386116,0.4685366624109653,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
CRYBG1,True,0.13333333333333333,0.8,0.27381927264207356,0.4684548181605184,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
HTR3E,True,0.13333333333333333,0.8,0.27377692981919843,0.4684442324547996,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
NBPF11,True,0.13333333333333333,0.6666666666666666,0.5128861035629235,0.46822152589073085,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
KLHL1,True,0.13333333333333333,0.8,0.2713415970534665,0.46783539926336665,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
AMDHD1,True,0.13333333333333333,0.7999999999999998,0.27123080254052323,0.4678077006351307,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
OR9G1,True,0.13333333333333333,0.6799999999999999,0.48628682153508485,0.4675717053837712,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
TPTE2,True,0.13333333333333333,0.8,0.2694707251084483,0.4673676812771121,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
TRIM38,True,0.13333333333333333,0.8,0.26908347920452935,0.46727086980113236,FULL_ANCHOR,1.0,OK,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370
SYNE3,True,0.13333333333333333,0.6666666666666666,0.5084930013417231,0.4671232503354308,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
DPY19L2,True,0.13333333333333333,0.6666666666666666,0.5075697166912104,0.4668924291728026,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
GXYLT1,True,0.13333333333333333,0.6666666666666666,0.5075177421280901,0.4668794355320225,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
LILRB1,True,0.13333333333333333,0.6666666666666666,0.5073447615404233,0.4668361903851058,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
EVA1C,True,0.13333333333333333,0.6666666666666666,0.5058935767943791,0.46647339419859474,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
GALNT18,True,0.13333333333333333,0.6666666666666666,0.5044179476849042,0.466104486921226,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
ZBTB4,True,0.32,0.6666666666666666,0.2800634085881052,0.46601585214702634,FULL_ANCHOR,1.0,OK,False,0.0,True,1,"[""eye"", ""nerve"", ""retina""]",114,11370
