final_rank,gene,combined_score,gene_score,ppi_final,in_network,disease_score,tissue_score,topology_score,score_mode,score_weight_sum,note,gene_in_d,gene_d_evidence_score,gene_in_t,gene_t_weight,mapped_tissues_json,d_gene_count,t_gene_count,gene_rank,ppi_rank,best_pathogenic_rank,variant_row_count,max_cadd_phred,mapped_tissues,mapped_tissue_counts_json,conclusion_code,best_disease_score,best_disease_name,best_omim_id,best_orpha_id,best_mondo_id,best_disease_match_status,mapping_basis
,ENSG00000299161,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2798.0,2793,,1.0,1.582,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299211,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2799.0,2794,,1.0,1.624,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299223,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2800.0,2795,,1.0,3.765,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299278,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2801.0,2796,,1.0,0.447,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299293,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2802.0,2797,,1.0,0.447,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298997,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2788.0,2798,,1.0,2.78,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298278,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2748.0,2799,,1.0,1.269,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298267,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2747.0,2800,,1.0,0.83,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298286,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2749.0,2801,,1.0,0.003,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298296,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2750.0,2802,,1.0,0.083,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298258,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2746.0,2803,,1.0,0.623,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298334,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2752.0,2804,,1.0,9.99,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298378,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2753.0,2805,,1.0,2.34,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298407,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2755.0,2806,,1.0,0.371,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298420,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2756.0,2807,,1.0,0.084,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298437,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2757.0,2808,,1.0,2.222,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298475,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2759.0,2809,,1.0,0.002,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298486,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2760.0,2810,,1.0,1.031,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298729,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2773.0,2811,,1.0,0.561,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298503,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2762.0,2812,,1.0,3.275,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298250,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2745.0,2813,,1.0,0.83,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298519,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2764.0,2814,,1.0,0.503,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298554,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2765.0,2815,,1.0,0.46,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298577,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2766.0,2816,,1.0,0.216,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298599,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2767.0,2817,,1.0,3.291,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298600,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,,2818,,1.0,16.68,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",,,,,,,,
,ENSG00000298611,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2768.0,2819,,1.0,7.006,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298208,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2744.0,2820,,1.0,4.387,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298621,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2769.0,2821,,1.0,2.727,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298642,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2770.0,2822,,1.0,1.996,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298662,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2771.0,2823,,1.0,1.996,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298678,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2772.0,2824,,1.0,1.034,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298499,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2761.0,2825,,1.0,9.707,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299721,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2831.0,2826,,1.0,2.905,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299733,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2832.0,2827,,1.0,3.996,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299797,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2833.0,2828,,1.0,1.021,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299829,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2834.0,2829,,1.0,1.485,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298161,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2741.0,2830,,1.0,0.743,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299845,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2835.0,2831,,1.0,1.59,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299848,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2836.0,2832,,1.0,0.038,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299858,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2837.0,2833,,1.0,0.537,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299861,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2838.0,2834,,1.0,0.301,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299888,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2839.0,2835,,1.0,0.117,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299911,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2841.0,2836,,1.0,0.862,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299916,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2842.0,2837,,1.0,0.011,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299312,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2803.0,2838,,1.0,4.299,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299930,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2843.0,2839,,1.0,0.862,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299932,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2844.0,2840,,1.0,0.877,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299948,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2845.0,2841,,1.0,6.774,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299978,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2846.0,2842,,1.0,1.312,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000300019,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2847.0,2843,,1.0,0.137,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000300022,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2848.0,2844,,1.0,0.773,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000300107,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2849.0,2845,,1.0,4.651,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000300142,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2851.0,2846,,1.0,0.732,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000300176,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2853.0,2847,,1.0,4.999,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000300182,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2854.0,2848,,1.0,0.077,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000300183,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2855.0,2849,,1.0,0.054,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000300185,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2856.0,2850,,1.0,7.706,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000300199,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2857.0,2851,,1.0,0.077,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298150,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2740.0,2852,,1.0,1.243,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299354,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2804.0,2853,,1.0,1.051,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299356,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2805.0,2854,,1.0,0.081,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299357,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2806.0,2855,,1.0,0.031,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299397,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2807.0,2856,,1.0,0.962,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299407,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2808.0,2857,,1.0,0.318,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299420,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2809.0,2858,,1.0,0.138,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299427,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2810.0,2859,,1.0,1.038,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299434,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2811.0,2860,,1.0,1.386,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299445,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2812.0,2861,,1.0,4.487,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298193,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2743.0,2862,,1.0,0.217,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299446,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2813.0,2863,,1.0,12.02,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299481,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2815.0,2864,,1.0,6.189,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299538,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2816.0,2865,,1.0,4.844,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000298183,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2742.0,2866,,1.0,0.411,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299562,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2818.0,2867,,1.0,2.048,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299567,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2819.0,2868,,1.0,2.88,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299608,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2820.0,2869,,1.0,2.048,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299614,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2821.0,2870,,1.0,0.782,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
,ENSG00000299646,,,0.0,False,0.0,0.0,0.0,NOT_IN_STRING,0.0,NOT_IN_STRING,False,0.0,False,0,"[""eye"", ""nerve"", ""retina""]",114,11370,2822.0,2871,,1.0,3.43,"eye,nerve,retina","{""eye"": 4, ""nerve"": 3, ""retina"": 1}",NO_GENE_DISEASE_MODEL,,,,,,,
